ID,Author,Year,Kingdom,Species,correlation.coefficient,sample_size,Method,yi,vi,se
16,Osocrio-Olivera et al,2020,Animal,Catharus guttatus,0.06,953,ED,0.060,0.001,0.032
6,Dallas et al.,2017,Animal,Catharus mexicanus,0.03,12,GD,0.030,0.111,0.333
16,Osocrio-Olivera et al,2020,Animal,Catharus mexicanus,0.04,191,MD,0.040,0.005,0.073
16,Osocrio-Olivera et al,2020,Animal,Catharus mexicanus,0,191,ED,0.000,0.005,0.073
6,Dallas et al.,2017,Animal,Catharus minimus,-0.03,189,ED,-0.030,0.005,0.073
6,Dallas et al.,2017,Animal,Catharus minimus,0.01,198,GD,0.010,0.005,0.072
16,Osocrio-Olivera et al,2020,Animal,Catharus minimus,-0.16,87,MD,-0.161,0.012,0.109
16,Osocrio-Olivera et al,2020,Animal,Catharus minimus,-0.22,87,ED,-0.224,0.012,0.109
6,Dallas et al.,2017,Animal,Catharus sp.,-0.1,17,ED,-0.100,0.071,0.267
6,Dallas et al.,2017,Animal,Catharus sp.,-0.01,17,GD,-0.010,0.071,0.267
6,Dallas et al.,2017,Animal,Catharus ustulatus,0.12,785,ED,0.121,0.001,0.036
6,Dallas et al.,2017,Animal,Catharus ustulatus,-0.03,790,GD,-0.030,0.001,0.036
16,Osocrio-Olivera et al,2020,Animal,Catharus ustulatus,0.02,784,MD,0.020,0.001,0.036
16,Osocrio-Olivera et al,2020,Animal,Catharus ustulatus,0.01,784,ED,0.010,0.001,0.036
6,Dallas et al.,2017,Animal,Catherpes mexicanus,-0.02,181,ED,-0.020,0.006,0.075
6,Dallas et al.,2017,Animal,Catherpes mexicanus,0.08,181,GD,0.080,0.006,0.075
20,Santini et al.,2018,Animal,Cebus apella,-0.08,52,GD,-0.080,0.020,0.143
20,Santini et al.,2018,Animal,Cebus apella,0.02,52,MD,0.020,0.020,0.143
20,Santini et al.,2018,Animal,Cebus apella,-0.18,52,ED,-0.182,0.020,0.143
20,Santini et al.,2018,Animal,Cebus libidinosus,0.43,6,GD,0.460,0.333,0.577
20,Santini et al.,2018,Animal,Cebus libidinosus,-0.43,6,MD,-0.460,0.333,0.577
20,Santini et al.,2018,Animal,Cebus libidinosus,0.6,6,ED,0.693,0.333,0.577
20,Santini et al.,2018,Animal,Cebus nigritus,-0.1,20,GD,-0.100,0.059,0.243
20,Santini et al.,2018,Animal,Cebus nigritus,0.32,20,MD,0.332,0.059,0.243
20,Santini et al.,2018,Animal,Cebus nigritus,0.07,20,ED,0.070,0.059,0.243
6,Dallas et al.,2017,Plant,Celtis laevigata,-0.12,3948,ED,-0.121,0.000,0.016
6,Dallas et al.,2017,Plant,Celtis laevigata,0.05,3948,GD,0.050,0.000,0.016
6,Dallas et al.,2017,Animal,Centrocercus urophasianus,-0.26,16,ED,-0.266,0.077,0.277
6,Dallas et al.,2017,Animal,Centrocercus urophasianus,0.46,16,GD,0.497,0.077,0.277
16,Osocrio-Olivera et al,2020,Animal,Centrocercus urophasianus,0.06,89,MD,0.060,0.012,0.108
16,Osocrio-Olivera et al,2020,Animal,Centrocercus urophasianus,0.06,89,ED,0.060,0.012,0.108
20,Santini et al.,2018,Animal,Cephalophus rufilatus,0.45,9,GD,0.485,0.167,0.408
20,Santini et al.,2018,Animal,Cephalophus rufilatus,-0.13,9,MD,-0.131,0.167,0.408
20,Santini et al.,2018,Animal,Cephalophus rufilatus,-0.4,9,ED,-0.424,0.167,0.408
6,Dallas et al.,2017,Animal,Cepphus columba,-0.11,72,ED,-0.110,0.014,0.120
6,Dallas et al.,2017,Animal,Cepphus columba,0.02,87,GD,0.020,0.012,0.109
6,Dallas et al.,2017,Animal,Cepphus grylle,0.05,30,ED,0.050,0.037,0.192
6,Dallas et al.,2017,Animal,Cepphus grylle,-0.03,52,GD,-0.030,0.020,0.143
6,Dallas et al.,2017,Animal,Ceratopipra mentalis,0,10,ED,0.000,0.143,0.378
6,Dallas et al.,2017,Animal,Ceratopipra mentalis,-0.3,10,GD,-0.310,0.143,0.378
20,Santini et al.,2018,Animal,Cercopithecus albogularis,-0.54,15,GD,-0.604,0.083,0.289
20,Santini et al.,2018,Animal,Cercopithecus albogularis,0.53,15,MD,0.590,0.083,0.289
20,Santini et al.,2018,Animal,Cercopithecus albogularis,0.02,15,ED,0.020,0.083,0.289
20,Santini et al.,2018,Animal,Cercopithecus ascanius,0.42,30,GD,0.448,0.037,0.192
20,Santini et al.,2018,Animal,Cercopithecus ascanius,-0.1,30,MD,-0.100,0.037,0.192
20,Santini et al.,2018,Animal,Cercopithecus ascanius,-0.02,30,ED,-0.020,0.037,0.192
20,Santini et al.,2018,Animal,Cercopithecus mitis,0.68,21,GD,0.829,0.056,0.236
20,Santini et al.,2018,Animal,Cercopithecus mitis,-0.04,21,MD,-0.040,0.056,0.236
20,Santini et al.,2018,Animal,Cercopithecus mitis,0.3,21,ED,0.310,0.056,0.236
6,Dallas et al.,2017,Animal,Cerorhinca monocerata,0.06,31,ED,0.060,0.036,0.189
6,Dallas et al.,2017,Animal,Cerorhinca monocerata,-0.06,53,GD,-0.060,0.020,0.141
6,Dallas et al.,2017,Animal,Certhia americana,0.07,665,ED,0.070,0.002,0.039
6,Dallas et al.,2017,Animal,Certhia americana,0.08,666,GD,0.080,0.002,0.039
16,Osocrio-Olivera et al,2020,Animal,Certhia americana,0.22,642,MD,0.224,0.002,0.040
16,Osocrio-Olivera et al,2020,Animal,Certhia americana,0.14,642,ED,0.141,0.002,0.040
20,Santini et al.,2018,Animal,Certhia brachydactyla,0.08,46,GD,0.080,0.023,0.152
20,Santini et al.,2018,Animal,Certhia brachydactyla,0.03,46,MD,0.030,0.023,0.152
20,Santini et al.,2018,Animal,Certhia brachydactyla,-0.14,46,ED,-0.141,0.023,0.152
2,Blackburn et al ,1999,Animal,Certhia familiaris,0.11,198,GD,0.110,0.005,0.072
20,Santini et al.,2018,Animal,Certhia familiaris,-0.37,41,GD,-0.388,0.026,0.162
20,Santini et al.,2018,Animal,Certhia familiaris,-0.3,41,MD,-0.310,0.026,0.162
20,Santini et al.,2018,Animal,Certhia familiaris,-0.45,41,ED,-0.485,0.026,0.162
6,Dallas et al.,2017,Animal,Chaetodipus baileyi,-0.16,17,ED,-0.161,0.071,0.267
6,Dallas et al.,2017,Animal,Chaetodipus baileyi,0.02,17,GD,0.020,0.071,0.267
6,Dallas et al.,2017,Animal,Chaetodipus formosus,-0.18,22,ED,-0.182,0.053,0.229
6,Dallas et al.,2017,Animal,Chaetodipus formosus,-0.05,22,GD,-0.050,0.053,0.229
6,Dallas et al.,2017,Animal,Chaetodipus hispidus,-0.4,9,ED,-0.424,0.167,0.408
6,Dallas et al.,2017,Animal,Chaetodipus hispidus,-0.28,9,GD,-0.288,0.167,0.408
6,Dallas et al.,2017,Animal,Chaetodipus intermedius,0.11,10,ED,0.110,0.143,0.378
6,Dallas et al.,2017,Animal,Chaetodipus intermedius,-0.09,10,GD,-0.090,0.143,0.378
6,Dallas et al.,2017,Animal,Chaetodipus penicillatus,0.02,36,ED,0.020,0.030,0.174
6,Dallas et al.,2017,Animal,Chaetodipus penicillatus,-0.11,36,GD,-0.110,0.030,0.174
6,Dallas et al.,2017,Animal,Chaetura brachyura,0.3,10,ED,0.310,0.143,0.378
6,Dallas et al.,2017,Animal,Chaetura brachyura,-0.2,10,GD,-0.203,0.143,0.378
6,Dallas et al.,2017,Animal,Chaetura cinereiventris,0.1,17,ED,0.100,0.071,0.267
6,Dallas et al.,2017,Animal,Chaetura cinereiventris,0.3,17,GD,0.310,0.071,0.267
6,Dallas et al.,2017,Animal,Chaetura fumosa,0.26,14,ED,0.266,0.091,0.302
6,Dallas et al.,2017,Animal,Chaetura fumosa,0.02,14,GD,0.020,0.091,0.302
6,Dallas et al.,2017,Animal,Chaetura pelagica,0.14,652,ED,0.141,0.002,0.039
6,Dallas et al.,2017,Animal,Chaetura pelagica,-0.08,659,GD,-0.080,0.002,0.039
16,Osocrio-Olivera et al,2020,Animal,Chaetura pelagica,-0.29,1366,MD,-0.299,0.001,0.027
16,Osocrio-Olivera et al,2020,Animal,Chaetura pelagica,-0.18,1366,ED,-0.182,0.001,0.027
6,Dallas et al.,2017,Animal,Chaetura vauxi,-0.12,145,ED,-0.121,0.007,0.084
6,Dallas et al.,2017,Animal,Chaetura vauxi,-0.13,147,GD,-0.131,0.007,0.083
16,Osocrio-Olivera et al,2020,Animal,Chaetura vauxi,0.13,150,MD,0.131,0.007,0.082
16,Osocrio-Olivera et al,2020,Animal,Chaetura vauxi,0.1,150,ED,0.100,0.007,0.082
6,Dallas et al.,2017,Animal,Chamaea fasciata,-0.14,143,ED,-0.141,0.007,0.085
6,Dallas et al.,2017,Animal,Chamaea fasciata,-0.09,144,GD,-0.090,0.007,0.084
16,Osocrio-Olivera et al,2020,Animal,Chamaea fasciata,-0.34,87,MD,-0.354,0.012,0.109
16,Osocrio-Olivera et al,2020,Animal,Chamaea fasciata,-0.27,87,ED,-0.277,0.012,0.109
6,Dallas et al.,2017,Plant,Chamaecyparis lawsoniana,-0.05,62,ED,-0.050,0.017,0.130
6,Dallas et al.,2017,Plant,Chamaecyparis lawsoniana,-0.08,62,GD,-0.080,0.017,0.130
6,Dallas et al.,2017,Plant,Chamaecyparis nootkatensis,0.03,173,ED,0.030,0.006,0.077
6,Dallas et al.,2017,Plant,Chamaecyparis nootkatensis,0.05,173,GD,0.050,0.006,0.077
6,Dallas et al.,2017,Plant,Chamaecyparis thyoides,0.22,67,ED,0.224,0.016,0.125
6,Dallas et al.,2017,Plant,Chamaecyparis thyoides,0.26,67,GD,0.266,0.016,0.125
6,Dallas et al.,2017,Animal,Chamaepetes unicolor,-0.6,10,GD,-0.693,0.143,0.378
6,Dallas et al.,2017,Animal,Charadrius bicinctus,-0.18,11,ED,-0.182,0.125,0.354
6,Dallas et al.,2017,Animal,Charadrius bicinctus,0.15,11,GD,0.151,0.125,0.354
6,Dallas et al.,2017,Animal,Charadrius collaris,-0.31,29,ED,-0.321,0.038,0.196
6,Dallas et al.,2017,Animal,Charadrius collaris,-0.07,30,GD,-0.070,0.037,0.192
6,Dallas et al.,2017,Animal,Charadrius melodus,0.08,135,ED,0.080,0.008,0.087
6,Dallas et al.,2017,Animal,Charadrius melodus,0.16,139,GD,0.161,0.007,0.086
6,Dallas et al.,2017,Animal,Charadrius montanus,-0.24,28,ED,-0.245,0.040,0.200
6,Dallas et al.,2017,Animal,Charadrius montanus,0.32,28,GD,0.332,0.040,0.200
16,Osocrio-Olivera et al,2020,Animal,Charadrius montanus,-0.24,44,MD,-0.245,0.024,0.156
16,Osocrio-Olivera et al,2020,Animal,Charadrius montanus,-0.12,44,ED,-0.121,0.024,0.156
6,Dallas et al.,2017,Animal,Charadrius nivosus,0.05,115,ED,0.050,0.009,0.094
6,Dallas et al.,2017,Animal,Charadrius nivosus,0.32,120,GD,0.332,0.009,0.092
6,Dallas et al.,2017,Animal,Charadrius semipalmatus,-0.07,540,ED,-0.070,0.002,0.043
6,Dallas et al.,2017,Animal,Charadrius semipalmatus,0.01,558,GD,0.010,0.002,0.042
16,Osocrio-Olivera et al,2020,Animal,Charadrius semipalmatus,0.09,39,MD,0.090,0.028,0.167
16,Osocrio-Olivera et al,2020,Animal,Charadrius semipalmatus,0.13,39,ED,0.131,0.028,0.167
6,Dallas et al.,2017,Animal,Charadrius vociferus,-0.04,1462,ED,-0.040,0.001,0.026
6,Dallas et al.,2017,Animal,Charadrius vociferus,-0.03,1473,GD,-0.030,0.001,0.026
16,Osocrio-Olivera et al,2020,Animal,Charadrius vociferus,-0.29,2185,MD,-0.299,0.000,0.021
16,Osocrio-Olivera et al,2020,Animal,Charadrius vociferus,-0.14,2185,ED,-0.141,0.000,0.021
6,Dallas et al.,2017,Animal,Charadrius wilsonia,0.12,95,ED,0.121,0.011,0.104
6,Dallas et al.,2017,Animal,Charadrius wilsonia,0.08,99,GD,0.080,0.010,0.102
6,Dallas et al.,2017,Animal,Chelidoptera tenebrosa,-0.06,6,ED,-0.060,0.333,0.577
6,Dallas et al.,2017,Animal,Chelidoptera tenebrosa,-0.4,6,GD,-0.424,0.333,0.577
6,Dallas et al.,2017,Animal,Chen caerulescens,0,371,ED,0.000,0.003,0.052
6,Dallas et al.,2017,Animal,Chen caerulescens,0.03,373,GD,0.030,0.003,0.052
6,Dallas et al.,2017,Animal,Chen canagica,-0.2,10,ED,-0.203,0.143,0.378
6,Dallas et al.,2017,Animal,Chen canagica,0.48,10,GD,0.523,0.143,0.378
6,Dallas et al.,2017,Animal,Chen rossii,0.04,118,ED,0.040,0.009,0.093
6,Dallas et al.,2017,Animal,Chen rossii,-0.16,119,GD,-0.161,0.009,0.093
6,Dallas et al.,2017,Animal,Chiroxiphia linearis,-0.55,11,ED,-0.618,0.125,0.354
6,Dallas et al.,2017,Animal,Chiroxiphia linearis,-0.37,11,GD,-0.388,0.125,0.354
6,Dallas et al.,2017,Animal,Chlidonias niger,0.16,270,ED,0.161,0.004,0.061
6,Dallas et al.,2017,Animal,Chlidonias niger,0.09,298,GD,0.090,0.003,0.058
16,Osocrio-Olivera et al,2020,Animal,Chlidonias niger,-0.27,297,MD,-0.277,0.003,0.058
16,Osocrio-Olivera et al,2020,Animal,Chlidonias niger,-0.01,297,ED,-0.010,0.003,0.058
6,Dallas et al.,2017,Animal,Chloroceryle aenea,0.09,12,ED,0.090,0.111,0.333
6,Dallas et al.,2017,Animal,Chloroceryle aenea,-0.04,12,GD,-0.040,0.111,0.333
6,Dallas et al.,2017,Animal,Chloroceryle amazona,-0.14,43,ED,-0.141,0.025,0.158
6,Dallas et al.,2017,Animal,Chloroceryle amazona,-0.13,43,GD,-0.131,0.025,0.158
6,Dallas et al.,2017,Animal,Chloroceryle americana,-0.09,80,ED,-0.090,0.013,0.114
6,Dallas et al.,2017,Animal,Chloroceryle americana,0.02,80,GD,0.020,0.013,0.114
6,Dallas et al.,2017,Animal,Chlorophanes spiza,-0.12,37,ED,-0.121,0.029,0.171
6,Dallas et al.,2017,Animal,Chlorophanes spiza,0.14,37,GD,0.141,0.029,0.171
6,Dallas et al.,2017,Animal,Chlorospingus flavopectus,-0.15,45,ED,-0.151,0.024,0.154
6,Dallas et al.,2017,Animal,Chlorospingus flavopectus,0.23,45,GD,0.234,0.024,0.154
6,Dallas et al.,2017,Animal,Chlorospingus pileatus,-0.84,11,GD,-1.221,0.125,0.354
6,Dallas et al.,2017,Animal,Chlorostilbon canivetii,0,14,ED,0.000,0.091,0.302
6,Dallas et al.,2017,Animal,Chlorostilbon canivetii,-0.26,14,GD,-0.266,0.091,0.302
6,Dallas et al.,2017,Animal,Chlorostilbon mellisugus,-0.14,64,ED,-0.141,0.016,0.128
6,Dallas et al.,2017,Animal,Chlorostilbon mellisugus,-0.08,64,GD,-0.080,0.016,0.128
5,Curnutt et al.,1996,Animal,Chondestes grammacus,0.9,84,GD,1.472,0.012,0.111
6,Dallas et al.,2017,Animal,Chondestes grammacus,-0.06,306,ED,-0.060,0.003,0.057
6,Dallas et al.,2017,Animal,Chondestes grammacus,0.06,309,GD,0.060,0.003,0.057
16,Osocrio-Olivera et al,2020,Animal,Chondestes grammacus,-0.28,858,MD,-0.288,0.001,0.034
16,Osocrio-Olivera et al,2020,Animal,Chondestes grammacus,-0.09,858,ED,-0.090,0.001,0.034
6,Dallas et al.,2017,Animal,Chondrohierax uncinatus,-0.26,23,ED,-0.266,0.050,0.224
6,Dallas et al.,2017,Animal,Chondrohierax uncinatus,0.05,23,GD,0.050,0.050,0.224
6,Dallas et al.,2017,Animal,Chordeiles acutipennis,-0.03,116,ED,-0.030,0.009,0.094
6,Dallas et al.,2017,Animal,Chordeiles acutipennis,0.01,116,GD,0.010,0.009,0.094
16,Osocrio-Olivera et al,2020,Animal,Chordeiles acutipennis,-0.15,106,MD,-0.151,0.010,0.099
16,Osocrio-Olivera et al,2020,Animal,Chordeiles acutipennis,0.06,106,ED,0.060,0.010,0.099
6,Dallas et al.,2017,Animal,Chordeiles minor,-0.06,400,ED,-0.060,0.003,0.050
6,Dallas et al.,2017,Animal,Chordeiles minor,-0.03,402,GD,-0.030,0.003,0.050
16,Osocrio-Olivera et al,2020,Animal,Chordeiles minor,-0.01,1373,MD,-0.010,0.001,0.027
16,Osocrio-Olivera et al,2020,Animal,Chordeiles minor,0.24,1373,ED,0.245,0.001,0.027
6,Dallas et al.,2017,Animal,Chroicocephalus philadelphia,-0.01,517,ED,-0.010,0.002,0.044
6,Dallas et al.,2017,Animal,Chroicocephalus philadelphia,0.03,548,GD,0.030,0.002,0.043
16,Osocrio-Olivera et al,2020,Animal,Chroicocephalus philadelphia,0.13,86,MD,0.131,0.012,0.110
16,Osocrio-Olivera et al,2020,Animal,Chroicocephalus philadelphia,0.14,86,ED,0.141,0.012,0.110
6,Dallas et al.,2017,Animal,Chroicocephalus ridibundus,0.12,53,ED,0.121,0.020,0.141
6,Dallas et al.,2017,Animal,Chroicocephalus ridibundus,0.05,56,GD,0.050,0.019,0.137
25,Tuya et al.,2008,Animal,Chromis klunzingeri,0.03,9,GD,0.030,0.167,0.408
6,Dallas et al.,2017,Plant,Chrysolepis chrysophylla,0.21,654,ED,0.213,0.002,0.039
6,Dallas et al.,2017,Plant,Chrysolepis chrysophylla,-0.2,654,GD,-0.203,0.002,0.039
6,Dallas et al.,2017,Animal,Ciccaba virgata,-0.12,23,ED,-0.121,0.050,0.224
6,Dallas et al.,2017,Animal,Ciccaba virgata,0.47,23,GD,0.510,0.050,0.224
6,Dallas et al.,2017,Animal,Cinclodes fuscus,-0.07,36,ED,-0.070,0.030,0.174
6,Dallas et al.,2017,Animal,Cinclodes fuscus,0.04,36,GD,0.040,0.030,0.174
6,Dallas et al.,2017,Animal,Cinclus mexicanus,-0.19,85,ED,-0.192,0.012,0.110
6,Dallas et al.,2017,Animal,Cinclus mexicanus,-0.15,86,GD,-0.151,0.012,0.110
16,Osocrio-Olivera et al,2020,Animal,Cinclus mexicanus,-0.01,135,MD,-0.010,0.008,0.087
16,Osocrio-Olivera et al,2020,Animal,Cinclus mexicanus,-0.01,135,ED,-0.010,0.008,0.087
6,Dallas et al.,2017,Plant,Cinnamomum camphora,-0.55,43,ED,-0.618,0.025,0.158
6,Dallas et al.,2017,Plant,Cinnamomum camphora,-0.18,43,GD,-0.182,0.025,0.158
6,Dallas et al.,2017,Animal,Circus cyaneus,0.01,864,ED,0.010,0.001,0.034
6,Dallas et al.,2017,Animal,Circus cyaneus,-0.01,875,GD,-0.010,0.001,0.034
16,Osocrio-Olivera et al,2020,Animal,Circus hudsonius,-0.16,1051,MD,-0.161,0.001,0.031
16,Osocrio-Olivera et al,2020,Animal,Circus hudsonius,0.07,1051,ED,0.070,0.001,0.031
14,McMinn et al.,2017,Plant,Cirsium canescens,0.07,42,GD,0.070,0.026,0.160
6,Dallas et al.,2017,Animal,Cistothorus palustris,-0.08,426,ED,-0.080,0.002,0.049
6,Dallas et al.,2017,Animal,Cistothorus palustris,0.18,431,GD,0.182,0.002,0.048
16,Osocrio-Olivera et al,2020,Animal,Cistothorus palustris,-0.08,404,MD,-0.080,0.002,0.050
16,Osocrio-Olivera et al,2020,Animal,Cistothorus palustris,0,404,ED,0.000,0.002,0.050
6,Dallas et al.,2017,Animal,Cistothorus platensis,-0.25,134,ED,-0.255,0.008,0.087
6,Dallas et al.,2017,Animal,Cistothorus platensis,0.08,136,GD,0.080,0.008,0.087
16,Osocrio-Olivera et al,2020,Animal,Cistothorus platensis,-0.22,355,MD,-0.224,0.003,0.053
16,Osocrio-Olivera et al,2020,Animal,Cistothorus platensis,0,355,ED,0.000,0.003,0.053
6,Dallas et al.,2017,Plant,Citrus sp.,-0.04,19,ED,-0.040,0.063,0.250
6,Dallas et al.,2017,Plant,Citrus sp.,-0.17,19,GD,-0.172,0.063,0.250
6,Dallas et al.,2017,Plant,Cladrastis kentukea,-0.34,16,ED,-0.354,0.077,0.277
6,Dallas et al.,2017,Plant,Cladrastis kentukea,-0.31,16,GD,-0.321,0.077,0.277
6,Dallas et al.,2017,Animal,Clangula hyemalis,-0.03,284,ED,-0.030,0.004,0.060
6,Dallas et al.,2017,Animal,Clangula hyemalis,0.05,297,GD,0.050,0.003,0.058
6,Dallas et al.,2017,Animal,Claravis pretiosa,-0.26,22,ED,-0.266,0.053,0.229
6,Dallas et al.,2017,Animal,Claravis pretiosa,0.24,22,GD,0.245,0.053,0.229
13,Mart地ez-Meyer et al,2012,Animal,Clemmys guttata,-0.66,14,ED,-0.793,0.091,0.302
13,Mart地ez-Meyer et al,2012,Animal,Clemmys guttata,-0.33,14,ED,-0.343,0.091,0.302
6,Dallas et al.,2017,Animal,Coccothraustes vespertinus,0.05,363,GD,0.050,0.003,0.053
16,Osocrio-Olivera et al,2020,Animal,Coccothraustes vespertinus,-0.08,559,MD,-0.080,0.002,0.042
16,Osocrio-Olivera et al,2020,Animal,Coccothraustes vespertinus,-0.04,559,ED,-0.040,0.002,0.042
6,Dallas et al.,2017,Animal,Coccyzus americanus,0,408,ED,0.000,0.002,0.050
6,Dallas et al.,2017,Animal,Coccyzus americanus,0.06,411,GD,0.060,0.002,0.050
16,Osocrio-Olivera et al,2020,Animal,Coccyzus americanus,-0.28,1274,MD,-0.288,0.001,0.028
16,Osocrio-Olivera et al,2020,Animal,Coccyzus americanus,-0.13,1274,ED,-0.131,0.001,0.028
6,Dallas et al.,2017,Animal,Coccyzus erythropthalmus,0.05,154,ED,0.050,0.007,0.081
6,Dallas et al.,2017,Animal,Coccyzus erythropthalmus,-0.08,156,GD,-0.080,0.007,0.081
16,Osocrio-Olivera et al,2020,Animal,Coccyzus erythropthalmus,-0.06,895,MD,-0.060,0.001,0.033
16,Osocrio-Olivera et al,2020,Animal,Coccyzus erythropthalmus,-0.09,895,ED,-0.090,0.001,0.033
6,Dallas et al.,2017,Animal,Coccyzus minor,0.02,24,ED,0.020,0.048,0.218
6,Dallas et al.,2017,Animal,Coccyzus minor,-0.26,26,GD,-0.266,0.043,0.209
6,Dallas et al.,2017,Animal,Cochlearius cochlearius,-0.11,19,ED,-0.110,0.063,0.250
6,Dallas et al.,2017,Animal,Cochlearius cochlearius,-0.07,19,GD,-0.070,0.063,0.250
6,Dallas et al.,2017,Animal,Coereba flaveola,0.38,73,ED,0.400,0.014,0.120
6,Dallas et al.,2017,Animal,Coereba flaveola,-0.1,73,GD,-0.100,0.014,0.120
6,Dallas et al.,2017,Animal,Colaptes auratus,0.09,1993,ED,0.090,0.001,0.022
6,Dallas et al.,2017,Animal,Colaptes auratus,-0.15,2003,GD,-0.151,0.001,0.022
16,Osocrio-Olivera et al,2020,Animal,Colaptes auratus,-0.23,2478,MD,-0.234,0.000,0.020
16,Osocrio-Olivera et al,2020,Animal,Colaptes auratus,-0.25,2478,ED,-0.255,0.000,0.020
6,Dallas et al.,2017,Animal,Colaptes campestris,-0.05,14,ED,-0.050,0.091,0.302
6,Dallas et al.,2017,Animal,Colaptes campestris,-0.5,14,GD,-0.549,0.091,0.302
6,Dallas et al.,2017,Animal,Colaptes chrysoides,-0.05,47,ED,-0.050,0.023,0.151
6,Dallas et al.,2017,Animal,Colaptes chrysoides,-0.08,47,GD,-0.080,0.023,0.151
6,Dallas et al.,2017,Animal,Colaptes rubiginosus,-0.38,54,ED,-0.400,0.020,0.140
6,Dallas et al.,2017,Animal,Colaptes rubiginosus,-0.08,54,GD,-0.080,0.020,0.140
6,Dallas et al.,2017,Animal,Colibri coruscans,0.22,11,ED,0.224,0.125,0.354
6,Dallas et al.,2017,Animal,Colibri coruscans,-0.22,11,GD,-0.224,0.125,0.354
6,Dallas et al.,2017,Animal,Colibri delphinae,-0.78,11,GD,-1.045,0.125,0.354
6,Dallas et al.,2017,Animal,Colibri thalassinus,-0.09,23,ED,-0.090,0.050,0.224
6,Dallas et al.,2017,Animal,Colibri thalassinus,-0.22,23,GD,-0.224,0.050,0.224
6,Dallas et al.,2017,Animal,Colinus cristatus,-0.47,8,ED,-0.510,0.200,0.447
6,Dallas et al.,2017,Animal,Colinus cristatus,-0.41,8,GD,-0.436,0.200,0.447
6,Dallas et al.,2017,Animal,Colinus virginianus,-0.01,269,ED,-0.010,0.004,0.061
6,Dallas et al.,2017,Animal,Colinus virginianus,0.02,269,GD,0.020,0.004,0.061
16,Osocrio-Olivera et al,2020,Animal,Colinus virginianus,-0.15,1063,MD,-0.151,0.001,0.031
16,Osocrio-Olivera et al,2020,Animal,Colinus virginianus,-0.31,1063,ED,-0.321,0.001,0.031
20,Santini et al.,2018,Animal,Colobus angolensis,0.49,12,GD,0.536,0.111,0.333
20,Santini et al.,2018,Animal,Colobus angolensis,0.29,12,MD,0.299,0.111,0.333
20,Santini et al.,2018,Animal,Colobus angolensis,-0.69,12,ED,-0.848,0.111,0.333
20,Santini et al.,2018,Animal,Colobus guereza,0.27,23,GD,0.277,0.050,0.224
20,Santini et al.,2018,Animal,Colobus guereza,0.4,23,MD,0.424,0.050,0.224
20,Santini et al.,2018,Animal,Colobus guereza,-0.18,23,ED,-0.182,0.050,0.224
6,Dallas et al.,2017,Animal,Colonia colonus,0.06,16,ED,0.060,0.077,0.277
6,Dallas et al.,2017,Animal,Colonia colonus,0.05,16,GD,0.050,0.077,0.277
6,Dallas et al.,2017,Animal,Columba livia,-0.03,977,ED,-0.030,0.001,0.032
6,Dallas et al.,2017,Animal,Columba livia,0,990,GD,0.000,0.001,0.032
6,Dallas et al.,2017,Animal,Columbina inca,0.1,191,ED,0.100,0.005,0.073
6,Dallas et al.,2017,Animal,Columbina inca,-0.05,192,GD,-0.050,0.005,0.073
16,Osocrio-Olivera et al,2020,Animal,Columbina inca,-0.22,112,MD,-0.224,0.009,0.096
16,Osocrio-Olivera et al,2020,Animal,Columbina inca,-0.38,112,ED,-0.400,0.009,0.096
6,Dallas et al.,2017,Animal,Columbina minuta,0.15,32,ED,0.151,0.034,0.186
6,Dallas et al.,2017,Animal,Columbina minuta,-0.17,33,GD,-0.172,0.033,0.183
6,Dallas et al.,2017,Animal,Columbina passerina,-0.1,199,ED,-0.100,0.005,0.071
6,Dallas et al.,2017,Animal,Columbina passerina,-0.13,199,GD,-0.131,0.005,0.071
16,Osocrio-Olivera et al,2020,Animal,Columbina passerina,-0.2,181,MD,-0.203,0.006,0.075
16,Osocrio-Olivera et al,2020,Animal,Columbina passerina,-0.25,181,ED,-0.255,0.006,0.075
6,Dallas et al.,2017,Animal,Columbina picui,0.13,20,ED,0.131,0.059,0.243
6,Dallas et al.,2017,Animal,Columbina picui,-0.1,21,GD,-0.100,0.056,0.236
6,Dallas et al.,2017,Animal,Columbina talpacoti,-0.07,103,ED,-0.070,0.010,0.100
6,Dallas et al.,2017,Animal,Columbina talpacoti,-0.12,103,GD,-0.121,0.010,0.100
6,Dallas et al.,2017,Plant,Condalia hookeri,0.03,82,ED,0.030,0.013,0.113
6,Dallas et al.,2017,Plant,Condalia hookeri,-0.03,82,GD,-0.030,0.013,0.113
20,Santini et al.,2018,Animal,Connochaetes gnou,0.14,12,GD,0.141,0.111,0.333
20,Santini et al.,2018,Animal,Connochaetes gnou,0.22,12,MD,0.224,0.111,0.333
20,Santini et al.,2018,Animal,Connochaetes gnou,-0.47,12,ED,-0.510,0.111,0.333
20,Santini et al.,2018,Animal,Connochaetes taurinus,0.52,90,GD,0.576,0.011,0.107
20,Santini et al.,2018,Animal,Connochaetes taurinus,-0.29,90,MD,-0.299,0.011,0.107
20,Santini et al.,2018,Animal,Connochaetes taurinus,-0.43,90,ED,-0.460,0.011,0.107
6,Dallas et al.,2017,Animal,Contopus cinereus,0.03,38,ED,0.030,0.029,0.169
6,Dallas et al.,2017,Animal,Contopus cinereus,0.07,38,GD,0.070,0.029,0.169
